id,meter_code,category,zone,date_creation
48662,U6IJ773357,R2,C,2022-03-12
48663,K5QO831155,R2,C,2023-07-17
48664,Y3UU846431,R2,N,2021-06-12
48665,K6YO255534,I,N,2021-04-27
48666,G3CJ167232,S,S,2021-12-03
48667,L5PB312413,R2,N,2021-06-06
48668,C8MC615651,I,E,2021-01-25
48669,M4VF534554,R3,NO,2021-02-25
48670,F8QB421885,P,NE,2023-08-24
48671,R5ON812445,I,NO,2023-10-17
48672,A7IS442143,R4,NE,2022-07-01
48673,B5HY887522,P,S,2021-07-24
48674,V4BF254132,R2,C,2023-07-01
48675,K1GY617126,I,S,2023-07-02
48676,S6NJ424123,R3,O,2023-10-02
48677,N5VR324687,R4,E,2021-08-20
48678,F6HG216228,P,O,2021-04-25
48679,X7WK865834,R2,SE,2023-05-02
48680,H4OG586257,C,SE,2021-04-17
48681,F2OW456344,R3,N,2023-12-27
48682,J2YM217865,R1,O,2021-05-13
48683,K7YR866313,S,SO,2023-02-03
48684,J5QI831617,R4,S,2021-04-07
48685,A1XO758716,I,N,2022-10-29
48686,J2MB524276,R4,E,2023-02-03
48687,G4MJ124214,CE,SO,2023-01-30
48688,H7HS541251,R2,O,2023-01-11
48689,P5DH344212,R1,SE,2023-10-30
48690,E4SY674435,R1,E,2023-06-16
48691,U8ME767476,R1,NO,2023-02-20
48692,E2QU166583,R2,NO,2022-06-04
48693,H3OE563168,R3,E,2021-05-13
48694,V2HA426545,CE,S,2023-04-23
48695,P4QL385487,R3,S,2022-07-30
48696,O5QX634475,P,NE,2021-11-25
48697,Q6UX325471,R2,S,2021-05-23
48698,U5ET742251,S,C,2021-02-20
48699,N1JJ125546,R2,E,2023-01-13
48700,P1UG166568,R2,S,2022-10-25
48701,M6HQ464265,P,E,2023-11-19
48702,I7FX272758,I,S,2023-04-22
48703,F1RL774417,P,C,2022-12-24
48704,C8PM112828,R2,E,2021-11-01
48705,P3PF178482,R4,C,2022-08-15
48706,W7PW412738,R1,SE,2023-07-04
48707,T7RK335526,R3,NE,2021-03-24
48708,L8NN614786,CE,C,2021-10-31
48709,C3HE273463,CE,SE,2021-04-17
48710,Q4YS247837,R3,S,2022-09-18
48711,V7BT674521,R2,NO,2022-11-27
48712,T8TF311842,CE,NE,2023-01-30
48713,W6LM731556,R4,E,2022-03-20
48714,N6ND812626,I,SO,2023-08-27
48715,V2AG476641,I,C,2022-01-21
48716,B7EH381188,P,SE,2023-09-18
48717,Q8CE217238,R2,C,2021-05-06
48718,H3XF185384,R1,O,2022-01-25
48719,R5RH764658,C,O,2022-05-20
48720,K2TD363334,I,N,2022-10-09
48721,V7IN558741,R4,E,2022-07-26
48722,O1OH824276,C,NO,2021-08-22
48723,V8IS471455,R1,E,2021-10-11
48724,Q6GQ735863,P,N,2021-12-08
48725,N7DM743161,R1,NE,2023-04-29
48726,Q7NF313748,R4,SO,2023-05-16
48727,F5KB772575,R4,SO,2021-01-26
48728,G5TH172511,C,O,2021-04-23
48729,H4YJ843646,R1,N,2023-12-27
48730,S6TP155857,I,SE,2022-03-25
48731,J1NE167161,R2,NO,2021-06-09
48732,G8RB677585,I,C,2023-08-15
48733,O4OO477761,R1,NO,2022-05-29
48734,Y4MJ633244,R4,N,2021-07-04
48735,K6BI784133,R2,C,2023-10-22
48736,K6MC252443,R3,E,2021-11-16
48737,O2QJ453524,R1,O,2022-07-09
48738,O1PM857212,S,NO,2023-09-04
48739,E2JB422724,R2,SE,2023-01-04
48740,N4KX587548,R2,S,2023-06-25
48741,J2WU265355,CE,E,2023-01-02
48742,K7CO262438,C,S,2023-01-28
48743,U6HJ181551,CE,NE,2021-10-21
48744,X1IG351864,I,NE,2022-11-29
48745,J1DP717324,R2,C,2021-02-24
48746,P3FM672872,R4,S,2022-02-01
48747,T6AU121733,I,E,2021-01-30
48748,G4AV238578,CE,SO,2021-05-10
48749,M6SL715537,I,O,2022-12-09
48750,W6KP278773,CE,NO,2023-08-12
48751,B7VR227643,R2,E,2022-09-21
48752,C7HE521866,C,C,2022-05-05
48753,S4TK366726,R4,SO,2023-05-15
48754,R2JU661887,R1,E,2022-11-10
48755,L6BO616256,I,NO,2023-12-06
48756,A4MA136653,R2,C,2023-02-15
48757,T5LK773478,R1,E,2021-03-23
48758,S5KK656471,R2,E,2023-11-03
48759,P3HC258654,C,N,2023-11-23
48760,L6GA387283,C,E,2022-02-08
48761,U4WH484531,CE,C,2021-08-13
48762,H8BU832372,S,E,2021-07-29
48763,T5BQ718728,C,NE,2021-02-18
48764,K7PL373457,I,E,2021-07-16
48765,E5LQ333784,I,NE,2021-02-17
48766,A6KJ365255,P,SE,2022-10-22
48767,Q5JF111535,R3,E,2022-01-06
48768,V4LC734661,R1,S,2022-10-27
48769,R8QE236658,R3,NO,2021-08-01
48770,M1HW761323,R2,S,2022-07-31
48771,I1JL343871,I,S,2022-12-14
48772,K5OP783848,CE,SO,2023-02-27
48773,X7YF583435,R3,C,2023-08-26
48774,O6DB327455,I,SO,2022-05-18
48775,H6UY552351,P,E,2021-06-22
48776,C8GQ474754,P,NO,2022-12-22
48777,C7BI271686,S,NO,2021-11-25
48778,A6EU637463,R2,E,2021-12-03
48779,K3SW434418,S,NE,2023-07-31
48780,J1UX518358,R1,O,2021-05-24
48781,O3FJ227367,R3,O,2022-09-05
48782,X4QR668463,R2,E,2023-06-27
48783,Y2LV467256,R1,O,2022-09-20
48784,X4KD264456,R3,S,2022-04-21
48785,C1SC467682,R1,E,2022-03-28
48786,P3BP235622,P,SO,2021-05-05
48787,W6DU277155,R1,SE,2022-06-03
48788,C2TS123771,R3,C,2023-08-25
48789,T3VW125453,R1,O,2021-12-13
48790,N7YF268784,P,SE,2021-07-13
48791,S5FE176351,I,O,2022-12-13
48792,P5WD468455,P,C,2023-11-30
48793,Y8CJ116238,S,E,2023-07-10
48794,P7AT152375,P,C,2022-09-13
48795,B5GX634642,R3,S,2022-10-03
48796,K2DL553215,I,O,2023-11-22
48797,I3SY521161,R1,SE,2021-09-23
48798,U1VQ257757,I,SE,2023-04-23
48799,V6RL322683,C,S,2023-09-19
48800,J1PS121647,I,E,2022-02-01
48801,J7JU255251,C,NE,2021-12-18
48802,X8EP582356,P,S,2021-10-16
48803,T4LS866155,I,S,2023-02-05
48804,Q2VH177336,R3,C,2021-05-17
48805,V8CV571421,I,SE,2022-12-09
48806,E7TF471441,I,SE,2023-10-08
48807,Q6BQ686238,R4,SO,2023-10-12
48808,T3HG545737,S,N,2021-06-09
48809,B7UN426633,C,E,2022-01-20
48810,H1KA883584,R4,O,2023-10-26
48811,S2PO836721,S,SO,2022-07-14
48812,A1PX712614,R2,C,2022-07-05
48813,X3WR346681,I,N,2021-12-08
48814,X7HG127424,R3,SO,2022-09-10
48815,A8PE222115,R1,O,2022-09-16
48816,R2JS717356,CE,SE,2022-02-21
48817,L8MG765272,CE,E,2023-06-10
48818,B4TK557738,R4,O,2021-07-08
48819,J2XO358713,R2,SO,2023-06-26
48820,X7QY553666,P,S,2023-07-02
48821,O7AR116436,I,S,2021-11-16
48822,Y7UB682712,P,SE,2022-05-17
48823,D5TV812661,I,SE,2021-06-07
48824,S7KS828415,C,N,2022-01-12
48825,F3TE831434,R2,SE,2022-03-11
48826,T6PC716713,I,S,2021-05-26
48827,H8AC367443,R1,SO,2021-02-03
48828,Q6PL728487,C,NE,2021-06-06
48829,V7IO856386,R1,E,2022-12-17
48830,U1WB165123,C,S,2021-06-18
48831,N5BJ746415,R3,S,2021-06-27
48832,S4JM375578,P,O,2022-10-29
48833,N8UW286117,C,SO,2022-12-14
48834,P2CV131728,R2,SE,2022-10-12
48835,E7PI533147,C,NO,2022-12-11
48836,F7NS662371,R3,S,2023-07-13
48837,W7UY527588,R4,NO,2023-09-01
48838,H5HN688627,I,SE,2023-05-07
48839,T3PL263134,R4,E,2021-06-17
48840,E3VW373382,S,E,2022-10-07
48841,T8XM227227,I,N,2021-03-27
48842,V7NX155115,R3,O,2022-03-04
48843,W1MN146247,S,NE,2023-12-16
48844,M8IA548417,I,S,2021-07-20
48845,R8XI677574,R4,E,2023-11-26
48846,D8VI351525,R2,N,2023-08-03
48847,T1BT387711,C,E,2022-08-04
48848,D2DI885651,I,SE,2023-12-04
48849,V1WR625665,S,NE,2021-09-03
48850,O1CL188818,C,NE,2023-09-25
48851,I7QF726676,CE,S,2021-02-13
48852,Q1KT342124,S,S,2023-12-13
48853,D1MQ361115,I,SE,2021-04-10
48854,E6VP865111,P,C,2023-12-19
48855,W8HN776526,CE,O,2023-04-12
48856,G4UO311817,P,C,2023-03-19
48857,V5DQ815123,I,C,2021-05-13
48858,R8YS772683,C,SE,2023-06-09
48859,O1KR462558,S,SO,2023-07-01
48860,S8PE318118,R3,NE,2022-10-10
48861,T6TE582323,R4,NE,2023-04-07
48862,K8RD787831,R4,SE,2022-01-07
48863,S7QS844416,I,C,2021-09-26
48864,H5TT437158,R2,E,2022-09-04
48865,Y8EH453747,CE,N,2023-04-03
48866,Y6YJ641285,R2,SE,2021-08-23
48867,Y6DC127618,R3,SE,2023-08-28
48868,X2MW842314,R3,N,2021-12-11
48869,R7QB817333,CE,SE,2021-07-14
48870,Q4QD224847,R2,NE,2021-06-14
48871,H6NY211262,C,S,2022-06-09
48872,O8XV623644,CE,O,2021-02-12
48873,F3YV331663,R1,SO,2023-08-30
48874,P5IN731158,R1,SE,2023-05-20
48875,R8OV117338,R1,SE,2023-11-12
48876,H7XJ355276,R2,N,2023-06-26
48877,L6RS276314,C,SO,2023-01-24
48878,V5NE145365,CE,S,2022-10-03
48879,Y2AQ838545,S,SE,2022-06-09
48880,S5YB174148,C,NO,2021-04-24
48881,L8VO583858,S,NO,2021-03-05
48882,D8NP177367,I,N,2023-06-03
48883,K6MP885237,C,SE,2023-02-26
48884,O5VR566754,R4,C,2022-10-07
48885,J6SC383138,R2,SO,2021-05-24
48886,Q1RR247386,I,O,2022-04-10
48887,L8YW735574,I,N,2021-12-17
48888,I8GR844666,I,SE,2023-02-22
48889,T6UN585126,S,C,2021-09-11
48890,C2SF775227,R1,SE,2021-01-22
48891,H2WP525833,R4,SO,2022-10-22
48892,D8GB212178,R4,SE,2023-05-22
48893,F1NW154325,R1,N,2021-09-28
48894,T3WR132334,I,S,2023-01-03
48895,O2BO155483,R2,NO,2022-03-12
48896,H8DK325643,I,E,2023-01-25
48897,W3OH434234,R2,C,2023-10-05
48898,P4QM774683,P,N,2022-04-01
48899,P4GC778281,P,NO,2022-12-24
48900,W6MO626787,I,E,2021-10-10
48901,W2HK174668,R2,N,2022-07-26
48902,P1AQ721316,C,S,2021-01-23
48903,W8XM181163,R1,SE,2022-10-27
48904,W6EU748234,CE,E,2021-07-04
48905,K8HE285365,R1,NE,2023-09-23
48906,E4LS652446,S,C,2021-09-06
48907,Y6UB213234,R2,NE,2022-03-26
48908,D8PK832746,R4,NE,2022-08-12
48909,R8CM637847,R3,SO,2021-08-24
48910,L8US417511,R4,N,2021-06-12
48911,T4QL732255,R2,C,2022-03-12
48912,Y4WI645437,R3,C,2022-05-04
48913,X1KP756685,I,SE,2023-07-20
48914,H5MQ313748,C,E,2022-09-23
48915,H1NX636685,C,E,2023-01-06
48916,X7LW868858,R2,N,2022-01-23
48917,K1YL237814,R1,N,2022-05-27
48918,L7AB237518,R1,S,2021-02-23
48919,G5FI575587,CE,C,2021-10-18
48920,S4EQ486654,R3,C,2022-02-04
48921,R8GC164451,R4,S,2023-10-23
48922,S2CN773312,R3,S,2022-09-09
48923,G4YP132626,C,NE,2021-04-26
48924,O3TS638712,R4,E,2021-06-04
48925,Y2AJ345361,R2,S,2023-11-19
48926,I3ST344431,CE,S,2021-04-11
48927,P5KA741264,I,NE,2023-04-06
48928,Y8MF585382,CE,NE,2021-01-20
48929,L1SO477241,S,NO,2021-10-25
48930,U3KC423788,S,C,2023-11-02
48931,G4EQ684877,P,NE,2021-01-20
48932,W7LX751523,R3,NE,2023-07-25
48933,N4IQ147642,P,NE,2021-06-04
48934,S5WB241841,CE,N,2022-04-11
48935,W6GI371123,R3,SE,2021-10-28
48936,X6BW161477,CE,E,2022-10-28
48937,R4WG877276,I,SO,2021-01-28
48938,Y2JB251787,R1,SE,2021-12-01
48939,E4MR746635,I,E,2021-03-28
48940,Y8VC688762,R3,NE,2021-06-06
48941,G6YT421754,R1,NO,2022-08-10
48942,C5VT842555,P,NO,2021-10-13
48943,O7VU164288,CE,SE,2023-05-07
48944,K3OO555283,CE,NO,2021-01-22
48945,X7WH161531,C,SE,2021-12-22
48946,J7GU788816,P,SE,2022-02-08
48947,T3AN144711,P,SE,2023-09-14
48948,N4JA656828,S,SE,2022-01-30
48949,E2ON652387,CE,E,2021-02-27
48950,F6EF745627,R2,N,2023-02-23
48951,B4TQ814836,R1,E,2022-12-03
48952,W5XO577887,S,O,2022-11-19
48953,H5FR734662,P,S,2021-09-24
48954,P6AY562335,P,E,2022-04-16
48955,F6VX728128,P,E,2023-02-25
48956,R6FX237245,P,S,2021-01-27
48957,R4TH776226,R1,O,2022-11-25
48958,U2BV376581,I,E,2021-09-11
48959,U8EJ515877,I,N,2021-06-22
48960,T7VF588181,R3,NO,2021-05-25
48961,G6GB732253,R2,S,2022-01-24
48962,G5JF526463,C,SE,2022-03-05
48963,T4AW382826,I,E,2023-04-28
48964,Y4KD655888,I,S,2021-06-30
48965,G2PD184724,CE,SE,2021-08-26
48966,D2YU264141,R4,N,2021-08-10
48967,K2KP255137,R2,O,2023-06-26
48968,Y4DK858574,R3,E,2021-04-03
48969,V7BJ153248,C,C,2021-05-07
48970,U1SE522458,I,S,2023-02-28
48971,J4CI417326,I,SE,2021-04-02
48972,C6KU173643,R2,S,2021-06-09
48973,I5NM737468,I,E,2021-03-10
48974,K4MK254356,P,S,2021-12-21
48975,N8LM735178,R3,SO,2021-05-17
48976,J5TG181463,S,NO,2021-12-26
48977,O5RO168854,R3,NO,2023-04-26
48978,Q2IW836162,R3,O,2021-12-29
48979,V2NX647234,R3,S,2023-07-13
48980,N5WQ418744,C,NE,2022-10-06
48981,F3HE122545,R2,O,2023-10-12
48982,F7LR152522,CE,SO,2021-11-16
48983,N1SN417877,I,S,2021-05-04
48984,X1VO115616,R2,C,2022-10-02
48985,E8JK712422,I,NE,2021-04-02
48986,W2YM326267,CE,N,2022-10-14
48987,H8EE388766,S,S,2021-07-02
48988,Q4TW871173,I,O,2022-10-30
48989,E2EK755246,I,S,2021-05-11
48990,S4AC246282,S,NO,2022-09-01
48991,S4BS233868,C,NE,2022-05-22
48992,K1XF315836,CE,N,2021-09-14
48993,U4MB824547,S,E,2023-04-15
48994,F4EE524313,S,NE,2023-10-16
48995,L3KG458748,CE,E,2022-12-16
48996,M8FL488626,C,SE,2023-08-28
48997,E4YP751546,R1,C,2021-12-03
48998,X8QG676534,R1,C,2023-05-01
48999,O3MN846436,R3,E,2023-04-07
49000,Y5CY247688,CE,SO,2022-01-16
49001,X1MK516533,I,C,2023-07-25
49002,U1XG815386,R4,C,2023-07-18
49003,A7VC711783,R4,S,2021-12-05
49004,D2NK858558,R2,E,2023-10-01
49005,J8GA517473,R1,NE,2023-06-21
49006,J8XN762237,S,N,2023-07-30
49007,A4EY746727,R3,SO,2021-07-22
49008,V1PB141846,P,O,2023-12-14
49009,Y8EV142375,CE,NO,2023-01-11
49010,K2HE468553,I,E,2023-12-16
49011,H1LH765716,R1,C,2021-02-06
49012,H5DJ152848,CE,SO,2023-05-04
49013,Q2WY484244,I,O,2021-09-10
49014,O7JR787776,CE,E,2022-04-17
49015,C6VK338538,P,SO,2023-04-07
49016,T7VE774264,S,O,2022-10-11
49017,O6FR833413,I,C,2023-03-26
49018,I1NF472471,CE,S,2023-09-02
49019,V8JE842358,C,S,2022-12-07
49020,S1BH643735,C,NE,2021-11-19
49021,J2NP516843,CE,SE,2023-05-06
49022,S2YM422413,R2,O,2021-09-17
49023,U4KM754321,CE,S,2022-08-11
49024,B3MX863453,I,N,2023-05-28
49025,I3LC838262,P,S,2021-01-27
49026,I1KG244434,S,NO,2022-06-14
49027,K6XL283685,R2,N,2022-01-26
49028,H8OG542158,R1,NE,2022-06-23
49029,B1EE557172,S,E,2021-03-02
49030,C7UA283844,R3,SO,2022-04-09
49031,V4UH853371,S,SO,2023-07-01
49032,D2OF223821,CE,C,2021-02-18
49033,Y7JB848634,S,NE,2022-12-22
49034,K7FY314421,R4,E,2021-04-08
49035,J7UX245132,R3,C,2021-10-11
49036,W2RD812428,R1,SO,2022-10-22
49037,W3PE636446,CE,O,2022-04-14
49038,C1YQ328844,I,NO,2021-10-30
49039,E1QK586536,R4,SE,2023-07-20
49040,M1QO278456,P,NE,2022-05-09
49041,K2LG454778,R2,NO,2023-05-11
49042,R1ON827215,I,NE,2023-08-06
49043,Q8FL315338,I,E,2021-05-10
49044,B8KP326214,I,O,2022-02-06
49045,L1OB663712,I,N,2021-12-18
49046,D8KN841221,R1,E,2022-03-25
49047,T1TV212237,R2,O,2021-07-15
49048,D2IJ374752,R3,SE,2023-08-16
49049,N2OR114481,R3,NE,2021-07-05
49050,S8HF428818,CE,NO,2023-12-17
49051,W1QM417333,P,E,2022-11-04
49052,W7UI584683,R4,SE,2022-12-25
49053,N7QG636636,S,NO,2022-11-05
49054,I5SW523254,R3,SO,2022-01-10
49055,D5YB212181,P,SE,2023-02-23
49056,V8XG845332,P,S,2021-05-01
49057,S7HR724551,I,NE,2023-11-05
49058,R2RJ237535,C,SE,2023-04-24
49059,A7ON716213,P,NO,2023-10-18
49060,M1LC772777,CE,S,2021-08-12
49061,M3BV774165,C,C,2023-02-12
49062,M4IU687686,C,NE,2023-09-06
49063,G8OH547753,I,O,2021-06-16
49064,E3FG644233,R1,C,2022-07-04
49065,W5QX171241,CE,SE,2021-07-21
49066,T6KA283488,CE,S,2023-08-14
49067,X5SF116413,S,NO,2022-01-24
49068,N2WP368733,R4,O,2023-05-20
49069,S4WS342853,P,N,2022-05-28
49070,U2FC782154,R1,C,2021-12-09
49071,I6BY437235,S,NE,2023-07-08
49072,N3BU345587,R2,E,2023-02-10
49073,U1ES616718,P,O,2023-03-17
49074,E1YR348425,CE,SO,2021-11-22
49075,K6MD787761,C,NE,2023-08-13
49076,H2MJ856225,C,SE,2021-01-05
49077,F4UV657717,R1,NO,2023-11-08
49078,I6DD186556,R1,N,2022-03-06
49079,G6YA222435,C,C,2022-11-18
49080,X6HB675868,R3,E,2023-05-15
49081,L1KP685244,R2,O,2023-01-23
49082,Q8JR822867,R1,SO,2021-07-05
49083,B6QM421615,I,E,2022-06-11
49084,M6VT537644,P,O,2022-03-25
49085,J2GN123338,CE,C,2023-07-19
49086,M2DW681888,I,NE,2022-09-06
49087,P1RH433354,I,NE,2021-08-05
49088,C6MR136864,R3,N,2022-10-28
49089,B8PS388876,R2,SE,2022-09-03
49090,N5KB658166,R3,N,2023-05-13
49091,N6FD186471,S,SE,2021-07-03
49092,S3GA686322,CE,NE,2023-03-19
49093,R5FY716647,R2,S,2022-04-11
49094,F8TG161416,R2,N,2023-07-18
49095,J7HN748461,R4,N,2023-10-15
49096,G5AM358127,R4,NO,2023-11-18
49097,A2OD347847,R3,SO,2022-10-16
49098,B1ND872238,R4,E,2021-07-14
49099,O6QR773646,R2,O,2021-01-04
49100,V3UM445764,R3,NO,2022-05-03
49101,W3FS611871,C,NO,2021-12-11
49102,C3IV316427,R2,SO,2023-04-09
49103,X4RD646223,R3,S,2022-03-12
49104,Q3QL244276,R3,E,2021-01-26
49105,I5UN334555,R3,N,2023-02-10
49106,J1BT524827,I,S,2021-09-18
49107,Q2SM171783,R3,N,2021-07-19
49108,T2PK776252,C,SE,2023-06-24
49109,A1DE766125,R2,NO,2022-09-22
49110,C4LK461844,C,O,2021-11-21
49111,Q8UT638835,P,O,2021-03-03
49112,N6JV227434,S,SO,2023-06-24
49113,E2YB874644,S,SE,2021-09-17
49114,A3BJ156747,R4,O,2022-05-25
49115,A2HV763835,S,NO,2022-02-15
49116,K1WD654542,R1,S,2023-10-28
49117,N1PI471545,R2,E,2021-10-01
49118,A7LP747831,CE,E,2021-04-18
49119,J1AE266286,R2,O,2022-12-21
49120,F2TR184278,I,SO,2022-07-02
49121,B4XL575356,R2,N,2021-07-01
49122,F4FS371222,I,NO,2023-06-07
49123,U1HI231364,C,N,2023-06-02
49124,M2OG787467,I,E,2022-06-07
49125,V7SV672527,I,NO,2023-10-08
49126,K6YB124561,S,SO,2021-06-14
49127,C4PW744738,I,NO,2022-11-08
49128,T5SA661448,CE,SO,2021-04-15
49129,L7UQ212281,R2,C,2021-10-26
49130,S2IA421658,R4,SO,2021-05-25
49131,R4OG155458,R1,SO,2023-10-20
49132,R8HE163818,I,NO,2023-05-18
49133,D8VC331332,CE,SE,2022-02-28
49134,Q8FC866747,R4,E,2023-09-02
49135,A6SF822858,I,SO,2023-04-17
49136,U6TV443763,R3,NO,2023-02-14
49137,U7PO868857,R4,SO,2022-12-19
49138,N1QX816853,R2,SE,2021-01-25
49139,N2KF877572,CE,E,2022-08-19
49140,Y8PJ538537,R1,O,2021-05-15
49141,D4JF736776,P,E,2023-05-05
49142,D6HN525165,C,S,2023-10-18
49143,L8YW614764,S,NE,2021-06-07
49144,D7MX236676,R4,S,2023-01-26
49145,J3IA262553,I,O,2022-08-07
49146,M2GK617613,CE,SE,2022-11-24
49147,J1HS486832,R3,N,2022-05-29
49148,U5UM538372,CE,NO,2021-08-10
49149,A3VY478568,R2,NO,2021-08-24
49150,L8QV736572,CE,S,2021-12-21
49151,C2NN872862,R3,S,2023-01-14
49152,B6IY641585,I,O,2023-03-07
49153,Q6GO853718,P,O,2022-07-30
49154,G3XI256726,R4,SO,2021-05-27
49155,J6CT345765,I,NO,2021-12-12
49156,L7HE558172,P,SO,2022-06-08
49157,X1XA157587,S,E,2021-01-13
49158,Y6JW736282,I,SE,2023-06-30
49159,N5FX668722,R1,O,2023-12-23
49160,K8MU422828,R4,SO,2021-08-26
49161,K4SU687424,P,C,2021-01-02
49162,A7LQ216471,P,O,2021-09-07
49163,N3AE176376,R4,NE,2021-11-05
49164,V4WF244843,S,SE,2021-01-29
49165,S1KL182368,R1,C,2023-09-13
49166,T1TO576854,R3,SO,2023-09-06
49167,J7MP234534,S,E,2022-07-13
49168,F6KE648568,I,C,2022-02-16
49169,J7EO617485,C,N,2021-01-02
49170,Q3IO244282,R4,O,2022-02-21
49171,R4ID732263,R3,NE,2023-08-21
49172,F7HX523871,I,N,2021-03-06
49173,J6XC448385,C,O,2022-04-28
49174,P3QF673472,P,S,2022-02-14
49175,Y7IM141816,CE,C,2022-07-20
49176,Q2BR421177,CE,S,2023-03-14
49177,B8JI883347,CE,E,2022-03-29
49178,I7YJ317861,I,E,2021-04-24
49179,W5FO847766,I,SO,2021-03-31
49180,H1ED352522,C,E,2022-11-20
49181,D7QU313835,C,S,2022-01-27
49182,F5WI543515,R3,SE,2021-10-23
49183,O8NO864542,R3,C,2022-08-14
49184,H8LS884251,C,NE,2023-06-13
49185,R6CU744154,S,O,2022-11-10
49186,V1XO358627,R3,C,2021-11-06
49187,A8QK542473,P,N,2022-02-06
49188,I2BQ447518,R4,N,2021-02-11
49189,C4XW344622,R3,E,2022-07-30
49190,F2RF567178,S,O,2023-07-25
49191,R8XX174767,C,SE,2021-06-29
49192,D7BY281453,R3,O,2022-11-09
49193,P6JK516318,R1,E,2023-09-04
49194,I2LA251488,R2,O,2021-09-17
49195,M8JY343125,R2,NE,2022-04-29
49196,U4TL356162,R1,N,2022-07-23
49197,A8GE135376,I,NE,2022-11-10
49198,C6IN787267,I,C,2023-08-31
49199,D1AY648535,R4,SE,2022-02-07
49200,X2CY228644,CE,C,2022-10-18
49201,I4ST842114,C,E,2022-01-03
49202,I8EE825853,CE,SE,2021-04-21
49203,G3QQ833716,R3,N,2022-03-13
49204,Y5WL183123,S,NO,2021-07-30
49205,U8NF654768,S,E,2021-01-27
49206,R4LJ178251,R2,NO,2021-07-03
49207,T7HA155682,R3,E,2021-09-18
49208,X8RV711566,I,C,2023-12-05
49209,K2FG736843,R4,SO,2021-10-13
49210,I2AA515674,CE,N,2021-04-19
49211,A2KX283443,C,N,2022-05-16
49212,V4JH853235,R4,C,2023-10-08
49213,E3QK735438,R2,O,2021-10-06
49214,G4RN222747,P,O,2021-10-21
49215,R7PW183557,I,SE,2022-01-03
49216,M6CP251118,R3,SO,2023-01-21
49217,R4AQ621744,S,NO,2021-08-22
49218,O3IW361736,R4,SE,2023-04-15
49219,F5IU856711,S,O,2023-06-10
49220,Y8GC261454,S,C,2022-03-16
49221,R2HR241728,R3,SE,2021-01-27
49222,W1IT841733,R3,N,2022-08-07
49223,Y1SO871271,R4,C,2021-06-09
49224,O4JB165873,I,S,2021-03-18
49225,S3AF665632,S,NO,2023-07-15
49226,K2DG178518,P,C,2023-10-17
49227,P6EX725661,I,C,2022-02-03
49228,L8FI761445,R4,NO,2023-12-07
49229,N8DD842123,R4,N,2023-02-02
49230,L1WE242774,P,SE,2022-07-16
49231,H2NE172537,R1,SE,2022-03-28
49232,J2AL432126,P,SE,2021-04-25
49233,G3KO636733,C,N,2022-12-07
49234,D8FO781333,I,SO,2022-06-12
49235,N4JP218671,CE,C,2023-03-18
49236,S6IV661543,R4,O,2021-02-15
49237,I4GH446814,R4,O,2021-01-22
49238,J5NA673724,C,NE,2022-03-14
49239,L1VC621547,I,N,2021-07-10
49240,I3IU616135,S,C,2023-07-06
49241,R5AY821578,R2,SE,2023-04-24
49242,L6FY675376,R4,SE,2023-08-04
49243,Y1ED822414,S,C,2023-09-27
49244,V3EM675634,C,N,2023-08-03
49245,D6FX127816,CE,O,2022-12-14
49246,D2KB536742,I,NO,2023-04-04
49247,B5DM555688,I,NE,2023-01-22
49248,C7JD781645,S,S,2022-02-12
49249,A8VY528275,I,O,2022-10-25
49250,U5GG162112,C,C,2022-05-26
49251,F2TK324631,R3,SE,2022-01-18
49252,O1AW677831,R4,NE,2021-09-28
49253,E4TB647435,R3,NO,2022-08-29
49254,E8BT336871,C,NO,2023-06-06
49255,Y7MX144476,S,C,2021-05-28
49256,E2AT621222,R3,S,2021-11-23
49257,V1MU171758,R1,SO,2022-03-02
49258,H2BJ362656,I,E,2021-12-15
49259,M1IR814884,S,E,2021-06-15
49260,C5AT656577,R1,O,2023-10-25
49261,J8VS861514,R1,SE,2023-03-18
49262,E4KF746427,R1,E,2023-04-14
49263,C5TW582685,R1,SO,2022-05-16
49264,B2UW585851,I,NO,2023-05-09
49265,S2HQ635842,R4,SO,2023-09-21
49266,E8GQ383426,R3,SO,2021-04-04
49267,T4TV686424,CE,E,2023-02-17
49268,Q3IF374233,R4,O,2023-05-24
49269,X5RT853611,I,O,2022-01-29
49270,H8UG887117,I,NE,2022-02-12
49271,S7KE281842,R1,S,2022-04-27
49272,C3XU844865,R2,E,2021-09-13
49273,B6CF534326,S,SE,2023-01-28
49274,W4CN566324,R3,E,2023-02-05
49275,V7MG371776,S,C,2023-12-15
49276,Y5DD157454,R1,O,2023-05-28
49277,P7VC857434,P,C,2022-09-30
49278,M5PY888777,CE,NO,2023-10-13
49279,J5SM318234,R1,SE,2021-01-31
49280,A2OR426541,CE,C,2021-08-06
49281,K4TQ164684,R4,SO,2023-09-15
49282,W8BA786425,C,N,2023-11-02
49283,A4KG772314,I,S,2021-08-18
49284,G8RT155272,R1,O,2022-11-12
49285,H7LQ424573,P,NE,2022-01-17
49286,F2WM426738,R4,SE,2022-02-02
49287,A8MX781466,S,N,2022-09-06
49288,O2IE787144,R4,NO,2021-06-17
49289,P3VV823611,I,N,2022-02-26
49290,Y1NN283248,R4,N,2022-03-13
49291,I2JC554573,I,SO,2021-09-22
49292,O2EW447158,CE,NO,2023-08-12
